Departamento,Localidad,Nivel Jurisdiccional,Nombre de Institución,CUE-Anexo,Inicial,Primario,Secundario,Superior
SAN MARTIN,LA CRUZ,Consejo General de Educacion,ESCUELA Nº 154,1801093-00,SI,SI,NO,NO
SAN MARTIN,LA CRUZ,Consejo General de Educacion,"ESCUELA Nº 231 ""GRAL. MATIAS DE IRIGOYEN""",1800269-00,SI,SI,NO,NO
SAN MARTIN,LA CRUZ,Consejo General de Educacion,"ESCUELA Nº 478 ""GOBERNACION DE TIERRA DEL FUEGO""",1800219-00,NO,SI,NO,NO
SAN MARTIN,LA CRUZ,Consejo General de Educacion,ESCUELA Nº 765,1800270-00,SI,SI,NO,NO
SAN MARTIN,LA CRUZ,Consejo General de Educacion,ESCUELA Nº 919,1800179-00,SI,SI,NO,NO
SAN MARTIN,LA CRUZ,Consejo General de Educacion,"ESCUELA PARA ADOLESCENTES Y ADULTOS Nº 48 ""CAMPAÑA AL DESIERTO""",1800300-00,NO,SI,NO,NO
SAN MARTIN,LA CRUZ,Consejo General de Educacion,J.I.N. Nº 46 - ESCUELA Nº 125,1801619-01,SI,NO,NO,NO
SAN MARTIN,LA CRUZ,Consejo General de Educacion,J.I.N. Nº 46 - ESCUELA Nº 555,1801619-02,SI,NO,NO,NO
SAN MARTIN,LA CRUZ,Consejo General de Educacion,J.I.N. Nº 46 - ESCUELA Nº 675,1801619-03,SI,NO,NO,NO
SAN MARTIN,LA CRUZ,Consejo General de Educacion,J.I.N. Nº 46 (SEDE),1801619-00,SI,NO,NO,NO
SAN MARTIN,LA CRUZ,Direccion de Educación Tecnico Profesional,ESCUELA TECNICA EN LA CRUZ,1801880-00,NO,NO,SI,NO
SAN MARTIN,LA CRUZ,Direccion de Enseñanza Privada,"E.F.A. ""LA CRUZ"" I.S.45",1801570-00,NO,NO,SI,NO
SAN MARTIN,LA CRUZ,Direccion de Nivel Secundario,ANEXO CENTRO DE FORMACION PROFESIONAL (ESC.TECNICA EN LA CRUZ),1801880-01,NO,NO,NO,NO
SAN MARTIN,LA CRUZ,Direccion de Nivel Secundario,COLEGIO SECUNDARIO 19 DE ABRIL,1801797-00,NO,NO,SI,NO
SAN MARTIN,LA CRUZ,Direccion de Nivel Secundario,COLEGIO SECUNDARIO PARA JOVENES Y ADULTOS,1800298-00,NO,NO,SI,NO
SAN MARTIN,LA CRUZ,Direccion de Nivel Secundario,"ESCUELA NORMAL ""REMEDIOS ESCALADA DE SAN MARTIN """,1800297-00,SI,SI,SI,NO
SAN MARTIN,LA CRUZ,Direccion de Nivel Secundario,EXT. AULICA QUE FUNCIONA EN LA ESC. Nº 555 (COL. SEC. DE LA CURZ),1801797-01,NO,NO,SI,NO
SAN MARTIN,LA CRUZ,Direccion de Nivel Superior,"INSTITUTO SUPERIOR DE FORMACION DOCENTE ""ERNESTO SABATO""",1801416-00,NO,NO,NO,SI
SAN MARTIN,LA CRUZ (Sección Quintas - Zona Rural),Consejo General de Educacion,"ESCUELA ESPECIAL Nº 25 ""SANTA RITA DE CASIA""",1800222-00,NO,NO,NO,NO
SAN MARTIN,LOMA ALTA,Consejo General de Educacion,ESCUELA Nº 952,1800273-00,SI,SI,NO,NO
SAN MARTIN,REMANSO,Consejo General de Educacion,"ESCUELA Nº 126 ""REMEDIOS ESCALADA""",1800218-00,SI,SI,NO,NO
SAN MARTIN,SAN GABRIEL,Consejo General de Educacion,"ESCUELA Nº 703 ""TTE. GRAL. PEDRO EUGENIO ARAMBURU""",1801094-00,NO,SI,NO,NO
SAN MARTIN,STA. M. DEL AYAYAI,Consejo General de Educacion,ESCUELA Nº 964,1801543-00,SI,SI,NO,NO
SAN MARTIN,YAPEYU,Consejo General de Educacion,"ESCUELA Nº 428 ""SAN MARTIN""",1800337-00,NO,SI,NO,NO
SAN MARTIN,YAPEYU,Consejo General de Educacion,ESCUELA PARA ADOLESCENTES Y ADULTOS Nº 69,1801542-00,NO,SI,NO,NO
SAN MARTIN,YAPEYU,Consejo General de Educacion,J.I.N. Nº 57 (SEDE),1801743-00,SI,NO,NO,NO
SAN MARTIN,YAPEYU,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""MAIPU""",1800301-00,NO,NO,SI,NO
SAN MARTIN,YAPEYU,Direccion de Nivel Secundario,COLEGIO SECUNDARIO PARA ADOLESCENTES Y ADULTOS DE YAPEYU,1801922-00,NO,NO,SI,NO
SAN MARTIN,YAPEYU,Direccion de Nivel Superior,"SUBSEDE YAPEYU (I.F.D. ""PROF.AGUSTIN GOMEZ"")",1801415-01,NO,NO,NO,SI
SAN MARTIN,YURU CUA,Consejo General de Educacion,"ESCUELA Nº 41 ""VIRGINIA BURGOS DE FEU""",1800353-00,SI,SI,NO,NO
SAN MARTIN,YURU CUA,Consejo General de Educacion,"ESCUELA Nº 604 ""EJERCITO ARGENTINO""",1800272-00,NO,SI,NO,NO
SAN MIGUEL,ARROYO BALMACEDA,Consejo General de Educacion,ESCUELA Nº 671,1801194-00,NO,SI,NO,NO
SAN MIGUEL,ARROYO BALMACEDA,Consejo General de Educacion,J.I.N. Nº 62 - ESCUELA Nº 671,1801741-02,SI,NO,NO,NO
SAN MIGUEL,BARRANQUERITAS,Consejo General de Educacion,"ESCUELA Nº 824 ""LUIS GONZAGA CHEQUIN""",1801119-00,SI,SI,NO,NO
SAN MIGUEL,COLONIA EL CAIMAN,Consejo General de Educacion,"ESCUELA Nº 130 ""ROSARIO VERA PEÑALOZA""",1800810-00,NO,SI,NO,NO
SAN MIGUEL,COLONIA EL CAIMAN,Consejo General de Educacion,J.I.N. Nº23 - ESCUELA Nº130,1801620-02,SI,NO,NO,NO
SAN MIGUEL,COLONIA EL CAIMAN,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""COLONIA EL CAIMAN""",1801865-00,NO,NO,SI,NO
SAN MIGUEL,COLONIA SAN ANTONIO,Consejo General de Educacion,ESCUELA Nº 252,1800733-00,SI,SI,NO,NO
SAN MIGUEL,COLONIA SAN ANTONIO,Direccion de Enseñanza Privada,"E.F.A. ""ÑANDE ROGA"" I-36",1800731-00,NO,NO,SI,NO
SAN MIGUEL,ESTANCIA BUENA VISTA,Consejo General de Educacion,"ESCUELA Nº 289 ""NUESTRA SEÑORA DE ITATI""",1800258-00,SI,SI,NO,NO
SAN MIGUEL,ITA PASO,Consejo General de Educacion,J.I.N. Nº 62 - ESCUELA Nº 520,1801741-01,SI,NO,NO,NO
SAN MIGUEL,LORETO,Consejo General de Educacion,ESCUELA ESPECIAL Nº 36,1801780-00,NO,SI,NO,NO
SAN MIGUEL,LORETO,Consejo General de Educacion,"ESCUELA Nº 132 ""ANGEL BASSI""",1801123-00,NO,SI,NO,NO
SAN MIGUEL,LORETO,Consejo General de Educacion,"ESCUELA Nº 520 ""LEOPOLDO E. UBEDA""",1801122-00,NO,SI,NO,NO
SAN MIGUEL,LORETO,Consejo General de Educacion,ESCUELA Nº 673,1801121-00,NO,SI,NO,NO
SAN MIGUEL,LORETO,Consejo General de Educacion,ESCUELA PARA ADOLESCENTES Y ADULTOS Nº 70,1801469-00,NO,SI,NO,NO
SAN MIGUEL,LORETO,Consejo General de Educacion,"J.I.N. Nº 62 (SEDE) ""YVERA I""",1801741-00,SI,NO,NO,NO
SAN MIGUEL,LORETO,Direccion de Nivel Secundario,CENTRO DE FORMACION PROFESIONAL EN LORETO,1801923-00,NO,NO,NO,NO
SAN MIGUEL,LORETO,Direccion de Nivel Secundario,COLEGIO SECUNDARIO DE LORETO,1801120-00,NO,NO,SI,NO
SAN MIGUEL,LORETO,Direccion de Nivel Superior,"EXTENSION AULICA EN LORETO (I.F.D.""DR.JUAN PUJOL"")",1801411-06,NO,NO,NO,SI
SAN MIGUEL,LORETO,Direccion de Nivel Superior,SUBSEDE EN LORETO (I.S.F.D. EN CAÁ CATÍ),1801765-02,NO,NO,NO,SI
SAN MIGUEL,MBOYCUA,Consejo General de Educacion,"ESCUELA Nº 701 ""GUILLERMO GERMAN LANCELLE""",1800740-00,SI,SI,NO,NO
SAN MIGUEL,MONTAÑA,Consejo General de Educacion,"ESCUELA Nº 131 ""DR. MARIANO MORENO""",1800732-00,SI,SI,NO,NO
SAN MIGUEL,MONTAÑA,Consejo General de Educacion,"ESCUELA Nº 870 ""MIGUEL ARMANDO PIÑEIRO""",1800812-00,SI,SI,NO,NO
SAN MIGUEL,MONTAÑA,Direccion de Nivel Secundario,COLEGIO SECUNDARIO EN EL PARAJE DR.MONTAÑA,1801913-00,NO,NO,SI,NO
SAN MIGUEL,PARAJE MBOCAYA,Consejo General de Educacion,ESCUELA Nº 840,1800741-00,NO,SI,NO,NO
SAN MIGUEL,PARAJE MBOCAYA,Consejo General de Educacion,J.I.N. Nº 23 - ESCUELA Nº 840,1801620-03,SI,NO,NO,NO
SAN MIGUEL,SAN MIGUEL,Consejo General de Educacion,CENTRO DE TERMINALIDAD Nº 44,1801705-44,NO,SI,SI,NO
SAN MIGUEL,SAN MIGUEL,Consejo General de Educacion,"ESCUELA Nº 129 ""MELCHOR JULIAN MEZA""",1800809-00,NO,SI,NO,NO
SAN MIGUEL,SAN MIGUEL,Consejo General de Educacion,"ESCUELA Nº 483 ""LORENZA PIÑEIRO DE RAMOS""",1800852-00,NO,SI,NO,NO
SAN MIGUEL,SAN MIGUEL,Consejo General de Educacion,ESCUELA PRIMARIA PARA ADOLESCENTES Y ADULTOS Nº 39,1800851-00,NO,SI,NO,NO
SAN MIGUEL,SAN MIGUEL,Consejo General de Educacion,"J.I.N. Nº 23 ""ARCO IRIS""  (SEDE) - ESCUELA Nº 483",1801620-00,SI,NO,NO,NO
SAN MIGUEL,SAN MIGUEL,Consejo General de Educacion,J.I.N. Nº23 - ESCUELA Nº129,1801620-01,SI,NO,NO,NO
SAN MIGUEL,SAN MIGUEL,Direccion de Enseñanza Privada,"INSTITUTO ""BETANIA"" I.P.65",1801485-00,SI,SI,NO,NO
SAN MIGUEL,SAN MIGUEL,Direccion de Enseñanza Privada,"INSTITUTO ""SAN MIGUEL ARCANGEL"" I-19",1801278-00,NO,NO,SI,NO
SAN MIGUEL,SAN MIGUEL,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""GENERAL JOAQUIN MADARIAGA""",1800808-00,NO,NO,SI,NO
SAN MIGUEL,SAN MIGUEL,Direccion de Nivel Secundario,"EXT.AULICA DE ADULTOS (COL.SECUNDARIO ""GRAL.JOAQUIN MADARIAGA"" )",1800808-02,NO,NO,SI,NO
SAN MIGUEL,SAN MIGUEL,Direccion de Nivel Superior,INSTITUTO SUPERIOR DE FORMACION DOCENTE EN SAN MIGUEL,1801830-00,NO,NO,NO,SI
SAN MIGUEL,SAN MIGUEL,Direccion de Nivel Superior,SUBSEDE EN SAN MIGUEL (I.S.F.D. EN CAÁ CATÍ ),1801765-01,NO,NO,NO,SI
SAN MIGUEL,SANTA BARBARA,Consejo General de Educacion,"ESCUELA Nº 427 ""ELIAS ROBUSTIANO MENDEZ""",1800734-00,SI,SI,NO,NO
SAN MIGUEL,SILVERO CUE,Consejo General de Educacion,"ESCUELA Nº 672 ""CORREGIDOR JOSE RAMON IRA""",1800739-00,SI,SI,NO,NO
SAN MIGUEL,YATAITY POY,Consejo General de Educacion,"ESCUELA Nº 547 ""YATAITY-POI""",1800735-00,SI,SI,NO,NO
SAN ROQUE,9 DE JULIO,Consejo General de Educacion,"ESCUELA Nº 137 ""PEDRO BENJAMIN SERRANO""",1800309-00,SI,SI,NO,NO
SAN ROQUE,9 DE JULIO,Direccion de Nivel Secundario,CENTRO EDUCATIVO SECUNDARIO PARA ADULTOS Nº17 (CESPA Nº 17),1801774-00,NO,NO,SI,NO
SAN ROQUE,9 DE JULIO,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""FRANCISCO D. TRAVERSARO""",1800310-00,NO,NO,SI,NO
SAN ROQUE,9 DE JULIO,Direccion de Nivel Superior,SUBSEDE COLONIA 9 DE JULIO (I.F.D.EN BELLA VISTA),1801419-03,NO,NO,NO,SI
SAN ROQUE,ARROYO GONZALEZ,Consejo General de Educacion,"ESCUELA Nº 821 ""VALENTIN INSAURRALDE""",1800307-00,SI,SI,NO,NO
SAN ROQUE,ARROYO GONZALEZ,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""ARROYO GONZALEZ""",1801762-00,NO,NO,SI,NO
SAN ROQUE,ARROYO PARAISO,Consejo General de Educacion,ESCUELA Nº 341,1800252-00,SI,SI,NO,NO
SAN ROQUE,CAÑADA MALA,Consejo General de Educacion,"ESCUELA Nº 249 ""PEDRO JOSE ZINI""",1800264-00,NO,SI,NO,NO
SAN ROQUE,CERNA,Consejo General de Educacion,"ESCUELA Nº 138 ""LUIS VERNET""",1800341-00,SI,SI,NO,NO
SAN ROQUE,CHAÑARAL,Consejo General de Educacion,"ESCUELA Nº 327 ""TOMAS EDUARDO DE ESTRADA""",1800253-00,SI,SI,NO,NO
SAN ROQUE,CHAVARRIA,Consejo General de Educacion,"ESCUELA Nº 140 ""GRAL. JOSE DE SAN MARTIN""",1800308-00,NO,SI,NO,NO
SAN ROQUE,CHAVARRIA,Consejo General de Educacion,"ESCUELA Nº 927 ""BATALLA DE CAÁ GUAZU""",1800247-00,NO,SI,NO,NO
SAN ROQUE,CHAVARRIA,Consejo General de Educacion,ESCUELA PARA ADOLESCENTES Y ADULTOS Nº 50,1800340-00,NO,SI,NO,NO
SAN ROQUE,CHAVARRIA,Consejo General de Educacion,J.I.N. Nº 69 - ESCUELA Nº 927,1801751-01,SI,NO,NO,NO
SAN ROQUE,CHAVARRIA,Consejo General de Educacion,J.I.N. Nº 69 (SEDE),1801751-00,SI,NO,NO,NO
SAN ROQUE,CHAVARRIA,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""FELIX MARIA ROMEO""      ",1800246-00,NO,NO,SI,NO
SAN ROQUE,CHAVARRIA,Direccion de Nivel Secundario,"EXT.AULICA DE ADULTOS (COLEGIO ""FELIX MARIA ROMEO"" )",1800246-01,NO,NO,SI,NO
SAN ROQUE,CHAVARRIA,Direccion de Nivel Superior,EXTENSION AULICA CHAVARRIA (I.F.D. JUAN G.DE COSSIO),1801466-03,NO,NO,NO,SI
SAN ROQUE,COLONIA 2 DE ABRIL,Consejo General de Educacion,"ESCUELA Nº 352 ""PREBISTERO ANTONIO DE LA TRINIDAD MARTINEZ DE IBARRA""",1800360-00,SI,SI,NO,NO
SAN ROQUE,COLONIA JUAN RAMON VIDAL,Consejo General de Educacion,ESCUELA Nº 800,1800339-00,SI,SI,NO,NO
SAN ROQUE,COLONIA LA ELISA,Consejo General de Educacion,"ESCUELA Nº 216 ""HEROE DE MALVINAS SOLDADO GABINO RUIZ DIAZ""",1800312-00,SI,SI,NO,NO
SAN ROQUE,COLONIA LA ELISA,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""PEDRO ALCANTARA DIAZ COLODRERO""",1801450-00,NO,NO,SI,NO
SAN ROQUE,COLONIA LAUREL,Consejo General de Educacion,"ESCUELA Nº 233 ""PAULA ALBARRACIN""",1800259-00,SI,SI,NO,NO
SAN ROQUE,COLONIA PANDO,Consejo General de Educacion,"ESCUELA Nº 929 ""POLICARPO PANDO""",1800311-00,SI,SI,NO,NO
SAN ROQUE,COLONIA PANDO,Direccion de Educación Tecnico Profesional,ESCUELA AGROTECNICA EN COLONIA PANDO,1801920-00,NO,NO,SI,NO
SAN ROQUE,COLONIA PANDO,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""MADRE TERESA DE CALCUTA""",1800262-00,NO,NO,SI,NO
SAN ROQUE,COLONIA PANDO,Direccion de Nivel Superior,"EXTENSION AULICA EN COLONIA PANDO (I.F.D. ""JUAN G.DE COSSIO"")",1801466-05,NO,NO,NO,SI
SAN ROQUE,COSTA SANTA LUCIA,Consejo General de Educacion,"ESCUELA Nº 711 ""PEDRO ANTONIO TRAVERSARO""",1800249-00,SI,SI,NO,NO
SAN ROQUE,ESTACION SANTIAGO ALCORTA,Consejo General de Educacion,ESCUELA Nº 691,1800359-00,SI,SI,NO,NO
SAN ROQUE,LUJAN,Consejo General de Educacion,"ESCUELA Nº 153 ""COMBATE DE SAN LORENZO""",1800260-00,SI,SI,NO,NO
SAN ROQUE,PARAJE SANTA ANGELICA,Consejo General de Educacion,"ESCUELA Nº 232 ""DOMINGO ZAMON""",1800342-00,NO,SI,NO,NO
SAN ROQUE,PEDRO R. FERNANDEZ,Consejo General de Educacion,"ESCUELA Nº 136 ""DR. PEDRO R. FERNANDEZ""",1800315-00,SI,SI,NO,NO
SAN ROQUE,PEDRO R. FERNANDEZ,Consejo General de Educacion,"ESCUELA Nº 518 ""JUAN DE LA ROSA LEDESMA""    ",1800314-00,SI,SI,NO,NO
SAN ROQUE,PEDRO R. FERNANDEZ,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""SAN DIEGO""",1800306-00,NO,NO,SI,NO
SAN ROQUE,PEDRO R. FERNANDEZ,Direccion de Nivel Superior,"EXTENSION AULICA EN PEDRO R. FERNANDEZ (I.F.D. ""JUAN G.DE COSSIO"")",1801466-04,NO,NO,NO,SI
SAN ROQUE,ROSADO GRANDE,Consejo General de Educacion,ESCUELA Nº 510,1800256-00,SI,SI,NO,NO
SAN ROQUE,SAN ROQUE,Consejo General de Educacion,CENTRO DE TERMINALIDAD Nº 49,1801705-49,NO,SI,SI,NO
SAN ROQUE,SAN ROQUE,Consejo General de Educacion,"ESCUELA Nº 133 ""GENARO PERUGORRIA""",1800316-00,NO,SI,NO,NO
SAN ROQUE,SAN ROQUE,Consejo General de Educacion,"ESCUELA Nº 134 ""FRAY JOSE DE LA QUINTANA""",1800362-00,NO,SI,NO,NO
SAN ROQUE,SAN ROQUE,Consejo General de Educacion,ESCUELA PARA ADOLESCENTES Y ADULTOS Nº 3,1800361-00,NO,SI,NO,NO
SAN ROQUE,SAN ROQUE,Consejo General de Educacion,J.I.N. Nº 24  (SEDE) - ESCUELA Nº 134,1801621-00,SI,NO,NO,NO
SAN ROQUE,SAN ROQUE,Consejo General de Educacion,J.I.N. Nº 24 - ESCUELA Nº 133,1801621-01,SI,NO,NO,NO
SAN ROQUE,SAN ROQUE,Direccion de Educación Tecnico Profesional,"ESCUELA TECNICA ""REMEDIOS ESCALADA DE SAN MARTIN""",1801471-00,NO,NO,SI,NO
SAN ROQUE,SAN ROQUE,Direccion de Nivel Secundario,ESCUELA NORMAL JUAN GARCIA DE COSSIO,1800358-00,SI,SI,SI,NO
SAN ROQUE,SAN ROQUE,Direccion de Nivel Superior,"INSTITUTO DE FORMACION DOCENTE ""JUAN GARCIA DE COSSIO""",1801466-00,NO,NO,NO,SI
SAN ROQUE,SANTA ANGELICA,Consejo General de Educacion,J.I.N. Nº 24 - ESCUELA Nº 232,1801621-02,SI,NO,NO,NO
SAN ROQUE,SANTO DOMINGO,Consejo General de Educacion,"ESCUELA Nº 807 ""SAN JOSE DE CALASANZ""",1800313-00,NO,SI,NO,NO
SAN ROQUE,SANTO DOMINGO,Consejo General de Educacion,J.I.N. Nº 24 - ESCUELA Nº 807,1801621-03,SI,NO,NO,NO
SAN ROQUE,TACUARITAS,Consejo General de Educacion,"ESCUELA Nº 470 ""GENERAL MANUEL BELGRANO""",1800250-00,SI,SI,NO,NO
SAN ROQUE,VILLA LIBERTAD,Consejo General de Educacion,ESCUELA Nº 330,1800257-00,NO,SI,NO,NO
SAN ROQUE,YAZUCA,Consejo General de Educacion,"ESCUELA Nº 135 ""VICENTE LOPEZ Y PLANES""",1800261-00,SI,SI,NO,NO
SANTO TOME,CAABI POI,Consejo General de Educacion,"ESCUELA Nº 693 ""ANTARTIDA ARGENTINA""",1801095-00,SI,SI,NO,NO
SANTO TOME,CAILAR CUE,Consejo General de Educacion,"ESCUELA Nº 225 ""CESAREO NAVAJAS CENTENO""",1801096-00,NO,SI,NO,NO
SANTO TOME,CAMBA,Consejo General de Educacion,"ESCUELA Nº 481 ""FUNDACION FORD""",1800599-00,SI,SI,NO,NO
SANTO TOME,COLONIA GOBERNADOR RUIZ,Consejo General de Educacion,"ESCUELA Nº 893 ""ANDRES DANIEL RODRIGUEZ""",1800597-00,SI,SI,NO,NO
SANTO TOME,COLONIA JOSE R.GOMEZ,Direccion de Nivel Secundario,COLEGIO SECUNDARIO GARABI,1801630-00,NO,NO,SI,NO
SANTO TOME,COLONIA SAN JUSTO,Consejo General de Educacion,"ESCUELA Nº 851 ""VICTOR ELIAS NAVAJAS CENTENO""",1800606-00,SI,SI,NO,NO
SANTO TOME,COLONIA UNION,Consejo General de Educacion,ESCUELA Nº 152,1800604-00,SI,SI,NO,NO
SANTO TOME,COLONIA UNION,Consejo General de Educacion,ESCUELA Nº 239,1800659-00,NO,SI,NO,NO
SANTO TOME,COLONIA UNION,Direccion de Enseñanza Privada,"E.F.A.""COLONIA UNION"" IS 71",1801719-00,NO,NO,SI,NO
SANTO TOME,CORONEL DESIDERIO SOSA,Consejo General de Educacion,"ESCUELA Nº 559 ""CORONEL DESIDERIO SOSA""",1800608-00,SI,SI,NO,NO
SANTO TOME,ESTACION CAZA PAVA,Consejo General de Educacion,"ESCUELA Nº 172 ""DOMINGO FAUSTINO SARMIENTO""",1801361-00,SI,SI,NO,NO
SANTO TOME,ESTANCIA SAN PEDRO,Consejo General de Educacion,"ESCUELA Nº 198 ""SAN PEDRO DEL IBERA""",1801102-00,NO,SI,NO,NO
SANTO TOME,GALARZA,Consejo General de Educacion,"ESCUELA Nº 596 ""MARCOS GALARZA""",1801186-00,NO,SI,NO,NO
SANTO TOME,GARABI,Consejo General de Educacion,"ESCUELA Nº 416 ""SUBOFICIAL 2º DE MAR PABLO OBREGON""",1800290-00,SI,SI,NO,NO
SANTO TOME,GARABI,Consejo General de Educacion,"ESCUELA Nº 920""SOLDADO ARGENTINO""",1800333-00,SI,SI,NO,NO
SANTO TOME,GARRUCHOS,Consejo General de Educacion,"ESCUELA DE EDUCACION PERMANENTE PARA JOVENES Y ADULTOS Nº 44 ""ALISA ARCE""",1800214-00,NO,SI,NO,NO
SANTO TOME,GARRUCHOS,Consejo General de Educacion,"ESCUELA Nº 417 ""ALEJO CAMILO LOPEZ""",1800334-00,SI,SI,NO,NO
SANTO TOME,GARRUCHOS,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""JOSE FIORAVANTI SCOTTO"" ",1800212-00,NO,NO,SI,NO
SANTO TOME,GOBERNADOR VIRASORO,Consejo General de Educacion,CENTRO DE TERMINALIDAD Nº 60,1801705-60,NO,SI,SI,NO
SANTO TOME,GOBERNADOR VIRASORO,Consejo General de Educacion,ESCUELA ESPECIAL Nº 16,1800687-00,NO,SI,NO,NO
SANTO TOME,GOBERNADOR VIRASORO,Consejo General de Educacion,ESCUELA JARDIN DE INFANTES Nº 53,1801907-00,SI,NO,NO,NO
SANTO TOME,GOBERNADOR VIRASORO,Consejo General de Educacion,"ESCUELA JARDIN Nº 49 ""ROSA GUARÚ""",1801838-00,SI,NO,NO,NO
SANTO TOME,GOBERNADOR VIRASORO,Consejo General de Educacion,ESCUELA JARDIN Nº 50,1801839-00,SI,NO,NO,NO
SANTO TOME,GOBERNADOR VIRASORO,Consejo General de Educacion,"ESCUELA JARDIN Nº 51 ""SARA CHAMBERLAIN DE ECCLESTON""",1801840-00,SI,NO,NO,NO
SANTO TOME,GOBERNADOR VIRASORO,Consejo General de Educacion,"ESCUELA Nº 15 ""DR. MANUEL BELGRANO""",1800317-00,NO,SI,NO,NO
SANTO TOME,GOBERNADOR VIRASORO,Consejo General de Educacion,"ESCUELA Nº 202 ""JOSE LUIS NAVAJAS""",1800287-00,NO,SI,NO,NO
SANTO TOME,GOBERNADOR VIRASORO,Consejo General de Educacion,"ESCUELA Nº 325 ""CONCEPCION CENTENO DE NAVAJAS""",1800211-00,NO,SI,NO,NO
SANTO TOME,GOBERNADOR VIRASORO,Consejo General de Educacion,"ESCUELA Nº 560 ""VICTORIANA DELGADO DE SOTO""",1800289-00,NO,SI,NO,NO
SANTO TOME,GOBERNADOR VIRASORO,Consejo General de Educacion,"ESCUELA Nº 561 ""CTTE. GREGORIO A. PORTILLO""",1801101-00,NO,SI,NO,NO
SANTO TOME,GOBERNADOR VIRASORO,Consejo General de Educacion,"ESCUELA Nº 86 ""LIBERTADOR GENERAL DON JOSE DE SAN MARTIN""",1800656-00,NO,SI,NO,NO
SANTO TOME,GOBERNADOR VIRASORO,Consejo General de Educacion,"ESCUELA Nº 958 ""VUELTA OMBU""",1801475-00,NO,SI,NO,NO
SANTO TOME,GOBERNADOR VIRASORO,Consejo General de Educacion,ESCUELA PARA ADOLESCENTES Y ADULTOS Nº 14,1800352-00,NO,SI,NO,NO
SANTO TOME,GOBERNADOR VIRASORO,Consejo General de Educacion,ESCUELA PARA ADOLESCENTES Y ADULTOS Nº 40,1800329-00,NO,SI,NO,NO
SANTO TOME,GOBERNADOR VIRASORO,Consejo General de Educacion,ESCUELA PARA ADOLESCENTES Y ADULTOS Nº 51,1800209-00,NO,SI,NO,NO
SANTO TOME,GOBERNADOR VIRASORO,Consejo General de Educacion,ESCUELA PARA ADOLESCENTES Y ADULTOS Nº 63,1800208-00,NO,SI,NO,NO
SANTO TOME,GOBERNADOR VIRASORO,Consejo General de Educacion,ESCUELA PRIMARIA Nº 903,1801160-00,SI,SI,NO,NO
SANTO TOME,GOBERNADOR VIRASORO,Consejo General de Educacion,"ESCUELA PRIMARIA Nº 981 ""PTE. DOMINGO F. SARMIENTO""",1801785-00,NO,SI,NO,NO
SANTO TOME,GOBERNADOR VIRASORO,Consejo General de Educacion,J.I.N. Nº 37 - ESCUELA Nº 981,1801622-06,SI,NO,NO,NO
SANTO TOME,GOBERNADOR VIRASORO,Consejo General de Educacion,J.I.N. Nº 37 (SEDE),1801622-00,SI,NO,NO,NO
SANTO TOME,GOBERNADOR VIRASORO,Consejo General de Educacion,J.I.N. Nº 65 - ESCUELA Nº 15,1801744-02,SI,NO,NO,NO
SANTO TOME,GOBERNADOR VIRASORO,Consejo General de Educacion,J.I.N. Nº 65 (SEDE),1801744-00,SI,NO,NO,NO
SANTO TOME,GOBERNADOR VIRASORO,Direccion de Educación Tecnico Profesional,"ESCUELA TECNICA ""NUEVO MILENIO""",1800688-00,NO,NO,SI,NO
SANTO TOME,GOBERNADOR VIRASORO,Direccion de Enseñanza Privada,CENTRO DE CAPACITACION LABORAL PERMANENTE I.PROF-26,1801791-00,NO,NO,NO,NO
SANTO TOME,GOBERNADOR VIRASORO,Direccion de Enseñanza Privada,"COLEGIO CATOLICO ""SANTA MARÍA"" IP.31-IS.61",1800288-00,SI,SI,SI,NO
SANTO TOME,GOBERNADOR VIRASORO,Direccion de Enseñanza Privada,ESCUELA CRISTIANA DIEGO THOMPSON IP-69 IP-79,1801801-00,SI,SI,SI,NO
SANTO TOME,GOBERNADOR VIRASORO,Direccion de Enseñanza Privada,"ESCUELA PROFESIONAL ""SAN ANTONIO"" I.PROF.5",1801394-00,NO,NO,NO,NO
SANTO TOME,GOBERNADOR VIRASORO,Direccion de Enseñanza Privada,ESCUELA VICTORIA IP-10,1800658-00,SI,SI,NO,NO
SANTO TOME,GOBERNADOR VIRASORO,Direccion de Enseñanza Privada,"INSTITUTO ""VUELTA DEL OMBU"" I-38",1800210-00,SI,SI,SI,NO
SANTO TOME,GOBERNADOR VIRASORO,Direccion de Enseñanza Privada,INSTITUTO MODELO VIRASORO IPP18  IP39,1800351-00,SI,SI,SI,NO
SANTO TOME,GOBERNADOR VIRASORO,Direccion de Enseñanza Privada,"INSTITUTO SUPERIOR AGROTECNICO ""VICTOR NAVAJAS CENTENO"" I-24",1800657-00,NO,NO,NO,SI
